timestamp,spo2_percent,context,sampling_interval_sec,quality_flag
2024-11-25 00:00:00,97.0,sleep,600,1
2024-11-25 00:10:00,96.94578799364801,sleep,600,1
2024-11-25 00:20:00,97.09025822968093,sleep,600,1
2024-11-25 00:30:00,96.92043343282792,sleep,600,1
2024-11-25 00:40:00,97.61490557734633,sleep,600,1
2024-11-25 00:50:00,97.61635768790202,sleep,600,1
2024-11-25 01:00:00,96.69401347035102,sleep,600,1
2024-11-25 01:10:00,96.52090710085497,sleep,600,1
2024-11-25 01:22:00,97.0,sleep,600,1
2024-11-25 01:32:00,97.1182342542084,sleep,600,1
2024-11-25 01:42:00,0.0,sleep,600,0
2024-11-25 01:52:00,97.0,sleep,600,1
2024-11-25 02:02:00,97.42188939461204,sleep,600,1
2024-11-25 02:12:00,97.90829142914403,sleep,600,1
2024-11-25 02:22:00,97.97730869585322,sleep,600,1
2024-11-25 02:32:00,97.86668377274337,sleep,600,1
2024-11-25 02:47:00,97.0,sleep,600,1
2024-11-25 02:57:00,96.73810420970658,sleep,600,1
2024-11-25 03:07:00,96.19272697589113,sleep,600,1
2024-11-25 03:17:00,96.51621512133791,sleep,600,1
2024-11-25 03:27:00,96.05268211436733,sleep,600,1
2024-11-25 03:43:00,97.0,sleep,600,1
2024-11-25 03:53:00,97.21793434415376,sleep,600,1
2024-11-25 04:03:00,97.29987849080264,sleep,600,1
2024-11-25 04:13:00,74.0,sleep,600,0
2024-11-25 04:23:00,97.7653573071468,sleep,600,1
2024-11-25 04:33:00,97.99326632838506,sleep,600,1
2024-11-25 04:48:00,97.0,sleep,600,1
2024-11-25 04:58:00,97.43315507154881,sleep,600,1
2024-11-25 05:08:00,97.74727849420871,sleep,600,1
2024-11-25 05:18:00,97.76082885108413,sleep,600,1
2024-11-25 05:28:00,98.35008622224531,sleep,600,1
2024-11-25 05:38:00,97.7065321074762,sleep,600,1
2024-11-25 05:48:00,97.79830427900248,sleep,600,1
2024-11-25 06:04:00,97.0,sleep_transition,300,1
2024-11-25 06:09:00,96.79978091736353,sleep_transition,300,1
2024-11-25 06:14:00,97.0,sleep_transition,300,1
2024-11-25 06:19:00,96.7801525934353,sleep_transition,300,1
2024-11-25 06:24:00,96.7180404598923,sleep_transition,300,1
2024-11-25 06:29:00,96.89725599722478,sleep_transition,300,1
2024-11-25 06:35:00,97.0,sleep_transition,300,1
2024-11-25 06:40:00,97.04869768687257,sleep_transition,300,1
2024-11-25 06:45:00,96.98623654822849,sleep_transition,300,1
2024-11-25 06:50:00,96.78221608533224,sleep_transition,300,1
2024-11-25 06:55:00,96.66466699226818,sleep_transition,300,1
2024-11-25 23:20:00,97.0,sleep,600,1
2024-11-25 23:30:00,97.30648319975647,sleep,600,1
2024-11-25 23:40:00,96.99849389524695,sleep,600,1
2024-11-25 23:50:00,96.66098201694493,sleep,600,1
2024-11-26 00:00:00,96.33961480959125,sleep,600,1
2024-11-26 00:10:00,95.8199092910275,sleep,600,1
2024-11-26 00:23:00,97.0,sleep,600,1
2024-11-26 00:33:00,97.4027820664273,sleep,600,1
2024-11-26 00:43:00,97.14310060875236,sleep,600,1
2024-11-26 00:53:00,97.22414776537023,sleep,600,1
2024-11-26 01:03:00,97.46187693276312,sleep,600,1
2024-11-26 01:13:00,96.76561689222473,sleep,600,1
2024-11-26 01:26:00,97.0,sleep,600,1
2024-11-26 01:36:00,96.58352578729479,sleep,600,1
2024-11-26 01:46:00,96.39614462798052,sleep,600,1
2024-11-26 01:56:00,95.76096988282086,sleep,600,1
2024-11-26 02:06:00,95.4670397761998,sleep,600,1
2024-11-26 02:16:00,96.02938741829256,sleep,600,1
2024-11-26 02:32:00,97.0,sleep,600,1
2024-11-26 02:42:00,96.83759777989235,sleep,600,1
2024-11-26 02:52:00,97.09011495240601,sleep,600,1
2024-11-26 03:02:00,96.63370841293622,sleep,600,1
2024-11-26 03:12:00,97.02797084348066,sleep,600,1
2024-11-26 03:22:00,96.84435053527478,sleep,600,1
2024-11-26 03:32:00,97.07317224299386,sleep,600,1
2024-11-26 03:42:00,96.55206804467697,sleep,600,1
2024-11-26 03:58:00,97.0,sleep,600,1
2024-11-26 04:08:00,96.93545833960324,sleep,600,1
2024-11-26 04:18:00,96.98646647496291,sleep,600,1
2024-11-26 04:28:00,96.8149921501981,sleep,600,1
2024-11-26 04:38:00,97.42852600546672,sleep,600,1
2024-11-26 04:48:00,96.88642983554831,sleep,600,1
2024-11-26 04:58:00,96.96656526781922,sleep,600,1
2024-11-26 05:17:00,97.0,sleep,600,1
2024-11-26 05:27:00,97.15986864354264,sleep,600,1
2024-11-26 05:37:00,96.64812924292389,sleep,600,1
2024-11-26 05:47:00,96.94799608433522,sleep,600,1
2024-11-26 05:57:00,97.72185900017172,sleep,600,1
2024-11-26 06:07:00,98.69792842219411,sleep,600,1
2024-11-26 06:17:00,99.44375858679493,sleep,600,1
2024-11-26 06:27:00,99.16462837724032,sleep,600,1
2024-11-26 06:42:00,97.0,sleep_transition,300,1
2024-11-26 06:47:00,97.43648422969899,sleep_transition,300,1
2024-11-26 06:52:00,97.60416171089595,sleep_transition,300,1
2024-11-26 06:57:00,97.96427622858664,sleep_transition,300,1
2024-11-26 07:02:00,97.68269456328025,sleep_transition,300,1
2024-11-26 23:28:00,97.0,sleep,600,1
2024-11-26 23:38:00,97.35974761218753,sleep,600,1
2024-11-26 23:48:00,97.89354799994945,sleep,600,1
2024-11-26 23:58:00,97.87833493240504,sleep,600,1
2024-11-27 00:08:00,98.0280345234989,sleep,600,1
2024-11-27 00:25:00,97.0,sleep,600,1
2024-11-27 00:35:00,97.99734405402765,sleep,600,1
2024-11-27 00:45:00,97.62123285118662,sleep,600,1
2024-11-27 00:59:00,97.0,sleep,600,1
2024-11-27 01:09:00,97.02445065729445,sleep,600,1
2024-11-27 01:19:00,96.77853133204447,sleep,600,1
2024-11-27 01:36:00,97.0,sleep,600,1
2024-11-27 01:46:00,96.80157736471637,sleep,600,1
2024-11-27 01:56:00,0.0,sleep,600,0
2024-11-27 02:06:00,97.04166649511755,sleep,600,1
2024-11-27 02:16:00,96.44593345009025,sleep,600,1
2024-11-27 02:26:00,96.22093013345943,sleep,600,1
2024-11-27 02:36:00,95.77295231534157,sleep,600,1
2024-11-27 02:46:00,96.12547855234041,sleep,600,1
2024-11-27 03:01:00,97.0,sleep,600,1
2024-11-27 03:11:00,97.82997532618728,sleep,600,1
2024-11-27 03:21:00,98.14097687400233,sleep,600,1
2024-11-27 03:31:00,97.71363100494469,sleep,600,1
2024-11-27 03:41:00,97.28299562027226,sleep,600,1
2024-11-27 03:51:00,98.15481296432718,sleep,600,1
2024-11-27 04:08:00,97.0,sleep,600,1
2024-11-27 04:18:00,97.78536206338599,sleep,600,1
2024-11-27 04:28:00,97.52223151748397,sleep,600,1
2024-11-27 04:38:00,97.196328624581,sleep,600,1
2024-11-27 04:48:00,96.8085982882837,sleep,600,1
2024-11-27 04:58:00,96.97993759563059,sleep,600,1
2024-11-27 05:08:00,96.44543509760861,sleep,600,1
2024-11-27 05:20:00,97.0,sleep,600,1
2024-11-27 05:30:00,96.6564212630524,sleep,600,1
2024-11-27 05:40:00,96.89848051731846,sleep,600,1
2024-11-27 05:50:00,96.8459117687229,sleep,600,1
